car_maker_name,car_segment_name,energy,body_style,code_age,age_years,log_total_vehicles
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.7,4.143543412632058
VOLKSWAGEN,Polo,DIES,BERLINE,6 to 10 years old,0.6,2.894360085990563
MERCEDES,Classe E,DIES,BERLINE,1 year old,0.7,4.687271265934611
VOLKSWAGEN,Passat,DIES,BERLINE,6 to 10 years old,7.5,4.029734383486183
DACIA,Dokker,DIES,UTILITAIRE,2 years old,1.9,1.6381344536659643
SEAT,Leon,ETH,BERLINE,Less than 1 year old,0.7,1.4983693596206396
MERCEDES,Classe E,ESS,BREAK,3 to 5 years old,5.9,3.843538494574136
RENAULT,Megane,DIES,BERLINE,3 to 5 years old,0.8,3.770429420203773
PEUGEOT,3008,ESS,SUV,11 years and older,9.2,2.512925617006533
AUDI,A5,DIES,BERLINE,3 to 5 years old,9.4,4.415818449137388
MERCEDES,Classe C,DIES,BERLINE,11 years and older,12.0,3.6059050820985057
MERCEDES,Classe E,ESS,BREAK,2 years old,3.7,6.19300163051778
MERCEDES,Classe E,ESS,COUPE,11 years and older,1.0,5.4527467296505625
MERCEDES,Classe C,DIES,BREAK,11 years and older,10.0,9.235921226613396
PEUGEOT,308,ESS,BREAK,6 to 10 years old,7.0,6.949379750909131
RENAULT,Megane,ESS,BERLINE,11 years and older,0.6,7.262781045079549
VOLKSWAGEN,Polo,ESS,BERLINE,11 years and older,8.1,4.042838658228055
FIAT,Ducato,ESS,UTILITAIRE,6 to 10 years old,2.0,1.9813474166169434
VOLKSWAGEN,Tiguan,ESS,SUV,3 to 5 years old,6.2,8.827565719372066
RENAULT,Clio,ESS,BREAK,6 to 10 years old,11.8,7.9460543820646645
MERCEDES,Classe E,DIES,CABRIOLET,11 years and older,5.5,2.3125550256784084
ALFA ROMEO,Giulia,DIES,BERLINE,3 to 5 years old,11.8,6.297999846235161
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,11.9,8.153226150515565
BMW,Serie 5,LPG,BERLINE,3 to 5 years old,9.9,4.521647163399917
MERCEDES,Classe E,DIES,BERLINE,Less than 1 year old,6.1,6.2641780936089715
MERCEDES,Citan,ETH,UTILITAIRE,6 to 10 years old,11.5,6.961175475144954
RENAULT,Megane,DIES,BREAK,11 years and older,2.1,6.762564309480693
BMW,Serie 6,DIES,BERLINE,11 years and older,10.3,4.015888964615014
MERCEDES,Classe E,ESS,BERLINE,11 years and older,4.8,4.302059938765231
MERCEDES,Classe S,DIES,COUPE,6 to 10 years old,1.9,6.466886837595006
PORSCHE,Panamera,DIES,BERLINE,3 to 5 years old,2.4,7.561656522195598
AUDI,A4,ESS,BREAK,11 years and older,11.9,4.135524952857364
RENAULT,Megane,DIES,COUPE,6 to 10 years old,6.4,8.787065887603067
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,8.4,5.789505797708351
HONDA,HR-V,DIES,SUV,6 to 10 years old,6.7,4.986265725745669
RENAULT,Kangoo,DIES,UTILITAIRE,2 years old,2.0,1.8055876780768627
VOLKSWAGEN,T-Roc,DIES,SUV,11 years and older,11.6,5.136516912933535
PEUGEOT,308,ESS,BERLINE,2 years old,0.7,7.29900590754745
RENAULT,Megane,ESS,CABRIOLET,3 to 5 years old,10.2,7.023487874804409
PORSCHE,Taycan,ESS,BERLINE,Less than 1 year old,0.6,2.8811414468477867
VOLKSWAGEN,Golf,DIES,BERLINE,2 years old,6.0,3.5731410567641646
MERCEDES,Classe CLC,ESS,COUPE,11 years and older,12.0,5.487283058274832
SEAT,Ibiza,ESS,BERLINE,11 years and older,9.4,7.970076618759499
MERCEDES,Classe E,ESS,BERLINE,11 years and older,8.6,5.041382802171463
BMW,Serie 2,ESS,CABRIOLET,6 to 10 years old,11.1,3.4346779571081525
VOLKSWAGEN,Polo,ESS,BERLINE,11 years and older,2.8,3.2951308309515763
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.8,11.44448720093233
FORD,Focus,DIES,BERLINE,6 to 10 years old,11.9,5.835917075602805
MERCEDES,Classe E,ESS,BREAK,1 year old,2.6,8.398680064523838
FIAT,500,ESS,BERLINE,11 years and older,3.0,6.991686077204593
MERCEDES,Classe C,DIES,BREAK,11 years and older,9.4,9.089642504639984
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,11.4,5.583018993163937
MERCEDES,Classe A,ESS,BERLINE,11 years and older,11.7,9.184098143051076
MERCEDES,Classe S,DIES,BERLINE,11 years and older,7.0,10.033245695268095
SEAT,Altea,ESS,MONOSPACE,2 years old,9.7,5.37310578090316
MERCEDES,Classe E,ESS,BERLINE,11 years and older,0.7,6.626116453485063
NISSAN,X-Trail,ESS,SUV,1 year old,0.5,2.15719573777121
VOLKSWAGEN,Arteon,DIES,BERLINE,6 to 10 years old,2.8,8.582348376013064
RENAULT,Megane,DIES,COUPE,Less than 1 year old,11.0,10.573427333473727
RENAULT,Clio,ESS,BERLINE,1 year old,0.6,3.3031847535703642
MERCEDES,Classe C,DIES,BREAK,11 years and older,1.9,9.286598637411316
MINI,Mini,ESS,BERLINE,3 to 5 years old,7.9,5.151390275372197
HONDA,Accord,DIES,BREAK,3 to 5 years old,11.7,2.4609667921121723
PEUGEOT,5008,DIES,SUV,11 years and older,12.0,5.122260328061418
MERCEDES,Classe E,ELEC,CABRIOLET,6 to 10 years old,1.7,4.05145210186425
PEUGEOT,308,ESS,BERLINE,3 to 5 years old,7.3,7.943658004834837
FORD,B-Max,HYB-ESS,MONOSPACE,6 to 10 years old,11.8,7.14305709982853
FIAT,Fiorino,ESS,UTILITAIRE,3 to 5 years old,11.9,4.759350553529244
CITROEN,C3,DIES,BERLINE,11 years and older,11.1,8.72713561934962
PEUGEOT,308,DIES,BERLINE,6 to 10 years old,10.7,7.440060385036753
MERCEDES,Classe E,ESS,BERLINE,11 years and older,11.4,3.8928482994957223
MERCEDES,Classe E,DIES,BERLINE,1 year old,1.6,4.881321334203632
PEUGEOT,308,ESS,BREAK,11 years and older,3.9,4.025125209501575
OPEL,Astra,DIES,BERLINE,11 years and older,9.7,1.4269308154687312
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,9.9,9.468011200043167
MERCEDES,Classe E,DIES,BERLINE,2 years old,3.1,4.972294949259967
MERCEDES,Classe C,ESS,CABRIOLET,6 to 10 years old,11.9,7.538099563019836
MERCEDES,Classe E,ELEC,BREAK,6 to 10 years old,11.0,2.1045773381306585
MERCEDES,Classe C,ESS,BERLINE,2 years old,6.7,4.884329321198627
AUDI,A6,ESS,SUV,11 years and older,3.4,3.892368326997919
BMW,Serie 5,ESS,BERLINE,1 year old,8.8,3.782715308262701
OPEL,Astra,ESS,BERLINE,1 year old,0.5,3.0152859488296855
MERCEDES,Classe E,HYB-ESS,BERLINE,6 to 10 years old,2.7,4.854700942673196
KIA,Cee'd,DIES,BREAK,11 years and older,1.9,9.158309324320442
RENAULT,Megane,ESS,BERLINE,11 years and older,11.4,7.114886199242511
PEUGEOT,208,DIES,BERLINE,Less than 1 year old,8.4,3.2093839455477218
OPEL,Astra,HYB-ESS,COUPE,3 to 5 years old,9.9,7.857352964903775
MERCEDES,Classe E,DIES,COUPE,11 years and older,2.2,8.018943605577102
MERCEDES,Classe C,ESS,CABRIOLET,11 years and older,11.9,10.892222090824784
AUDI,A6,ESS,SUV,6 to 10 years old,1.6,4.71317813083139
VOLKSWAGEN,Passat,ESS,BREAK,6 to 10 years old,2.8,2.7955804369046193
RENAULT,Megane,DIES,BERLINE,2 years old,3.6,2.4210453488220196
MERCEDES,Classe E,ESS,BERLINE,11 years and older,2.9,4.096814006936302
AUDI,A6,DIES,BREAK,2 years old,1.0,5.487922788903859
FORD,Focus,DIES,CABRIOLET,3 to 5 years old,0.9,2.442288619479206
MERCEDES,Classe S,DIES,CABRIOLET,11 years and older,2.5,7.250798769342254
ALFA ROMEO,159,DIES,BERLINE,11 years and older,8.1,3.135284788511976
MERCEDES,Classe C,ESS,COUPE,6 to 10 years old,6.1,3.973889588695755
AUDI,A6,ESS,BERLINE,2 years old,11.9,7.363735953401213
VOLKSWAGEN,Golf,ESS,BERLINE,Less than 1 year old,0.7,4.3818484656237855
PEUGEOT,308,DIES,BERLINE,11 years and older,6.6,4.041098857303327
VOLKSWAGEN,Golf,DIES,BERLINE,6 to 10 years old,11.8,2.744578867911541
AUDI,A6,ESS,SUV,2 years old,9.0,4.9300950758201285
AUDI,Q5,DIES,SUV,6 to 10 years old,2.0,4.620333808843069
MERCEDES,Classe C,DIES,COUPE,6 to 10 years old,0.7,5.261844145078871
VOLKSWAGEN,Tiguan,DIES,SUV,6 to 10 years old,12.0,1.5569514750868687
MERCEDES,Classe C,DIES,CABRIOLET,11 years and older,1.8,5.6546903767476415
MERCEDES,Classe E,DIES,BERLINE,11 years and older,11.1,3.664524898730404
FIAT,Linea,ESS,BERLINE,3 to 5 years old,8.4,9.107787424951702
BMW,Serie 3,ESS,BERLINE,11 years and older,11.4,8.295046223398113
BMW,Serie 4,DIES,BERLINE,2 years old,1.0,3.8515647938199677
AUDI,A5,DIES,COUPE,2 years old,3.0,3.6304542704578857
VOLKSWAGEN,Passat,ESS,BERLINE,6 to 10 years old,5.8,1.4526347873426901
FIAT,500,ESS,BERLINE,6 to 10 years old,6.1,3.8863083477779545
MERCEDES,Classe E,DIES,BREAK,6 to 10 years old,12.0,3.637991380528751
PEUGEOT,308,DIES,BERLINE,3 to 5 years old,0.9,5.654495726033989
MERCEDES,Classe E,ESS,BERLINE,11 years and older,0.6,3.495039084495346
BMW,X2,ESS,SUV,11 years and older,11.6,6.439386566738695
MERCEDES,Classe E,ESS,BERLINE,1 year old,0.6,6.429448517459078
BMW,Serie 3,ESS,BREAK,3 to 5 years old,11.5,4.596147708159474
SKODA,Fabia,ESS,BREAK,3 to 5 years old,2.2,1.8944411784192385
OPEL,Astra,ESS,BERLINE,6 to 10 years old,8.4,7.36111858558381
MERCEDES,Classe E,ESS,BERLINE,1 year old,2.3,7.483882112691077
MERCEDES,Classe E,DIES,BERLINE,2 years old,0.5,2.5034895997764997
BMW,Serie 7,DIES,BERLINE,3 to 5 years old,12.0,2.469248197494749
RENAULT,Trafic,ESS,UTILITAIRE,11 years and older,6.7,5.623945377056748
AUDI,A6,DIES,BERLINE,1 year old,9.4,6.2927598260589335
MERCEDES,Classe E,ESS,BERLINE,2 years old,2.5,5.407752232501289
VOLKSWAGEN,Golf,DIES,BERLINE,2 years old,9.4,3.0061093896420976
AUDI,Q3,ESS,SUV,11 years and older,3.8,3.6064454339105065
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,8.0,5.839184461008837
VOLKSWAGEN,Passat,ESS,BERLINE,11 years and older,2.9,2.766504267842098
VOLKSWAGEN,Polo,ESS,BERLINE,11 years and older,5.9,1.1270154327881217
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,7.8,3.5704095120471697
MERCEDES,Classe C,DIES,BREAK,11 years and older,7.9,1.5788785971712107
TOYOTA,Corolla,ESS,BERLINE,11 years and older,11.9,1.3236345798748803
VOLKSWAGEN,T-Roc,DIES,SUV,11 years and older,1.7,9.371238746885677
MERCEDES,Classe C,DIES,BREAK,6 to 10 years old,3.0,8.656747865154859
SKODA,Karoq,ESS,SUV,3 to 5 years old,5.4,6.075700350816297
AUDI,A4,ESS,BERLINE,1 year old,4.9,5.7957442347997095
MERCEDES,Classe A,ESS,BERLINE,11 years and older,11.2,4.623415841998798
RENAULT,Scenic,DIES,SUV,3 to 5 years old,12.0,8.443617088619789
AUDI,Q3,ESS,SUV,11 years and older,4.8,1.9008400547692506
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,0.9,2.2558717901561196
MERCEDES,Classe E,ESS,BERLINE,1 year old,4.9,3.6800885226384557
AUDI,A8,DIES-MHEV,BERLINE,6 to 10 years old,0.5,4.27351986190837
OPEL,Astra,ESS,BERLINE,11 years and older,10.8,4.517360489701552
MERCEDES,Classe C,ESS,BERLINE,Less than 1 year old,1.3,10.299322079097083
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,5.0,6.250499485981004
MERCEDES,GLB,DIES,SUV,3 to 5 years old,1.0,1.304374580956854
PEUGEOT,3008,ESS,SUV,11 years and older,4.7,2.392162811790813
AUDI,Q3,ESS,SUV,3 to 5 years old,10.4,1.1800179878029926
AUDI,A5,DIES,COUPE,3 to 5 years old,10.7,7.09154578243824
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,11.7,9.32495723013182
PEUGEOT,3008,ETH,MONOSPACE,1 year old,4.8,2.087911077283314
BMW,X1,HYB-ESS,SUV,2 years old,3.9,7.849127086114353
VOLKSWAGEN,Scirocco,DIES,COUPE,6 to 10 years old,10.5,5.547616065438407
MERCEDES,Classe GL,DIES,SUV,3 to 5 years old,1.9,8.252010259327777
AUDI,A6,ESS,BERLINE,6 to 10 years old,0.7,6.379975092250895
MERCEDES,Classe S,ESS,BERLINE,11 years and older,9.2,1.828052375286452
MERCEDES,Classe C,ESS,BREAK,6 to 10 years old,8.4,4.296362750596576
VOLKSWAGEN,Golf,ESS,CABRIOLET,11 years and older,0.5,5.57890787381869
BMW,iX,DIES,SUV,6 to 10 years old,9.8,1.991854723840721
MERCEDES,GT,DIES,CABRIOLET,11 years and older,4.6,3.5813554007199473
TOYOTA,Corolla,DIES,BREAK,6 to 10 years old,10.0,6.796506749041808
BMW,Serie 5,DIES,BERLINE,6 to 10 years old,10.1,2.7733529004907482
KIA,Rio,DIES,BERLINE,6 to 10 years old,6.0,3.2233759239195017
SKODA,Octavia,DIES,BERLINE,Less than 1 year old,6.1,4.951246804169928
MERCEDES,Classe E,ESS,BREAK,11 years and older,8.3,4.37625313486673
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,1.4,6.139044779773758
MERCEDES,Classe E,DIES,COUPE,2 years old,0.7,8.187127244470682
VOLKSWAGEN,ID.4,DIES,SUV,6 to 10 years old,11.5,2.076264422241173
RENAULT,Clio,DIES,BERLINE,11 years and older,0.5,8.237505183868583
AUDI,A4,ESS,BERLINE,6 to 10 years old,12.0,9.211251887863911
MERCEDES,Classe C,DIES,COUPE,11 years and older,12.0,3.517731378743955
MERCEDES,Classe E,DIES,CABRIOLET,3 to 5 years old,0.5,5.696842673125041
VOLKSWAGEN,Tiguan,ESS,SUV,6 to 10 years old,1.7,3.423511398359877
RENAULT,Megane,DIES,BERLINE,3 to 5 years old,3.9,1.9457963044231752
PEUGEOT,308,DIES,BERLINE,11 years and older,0.5,7.986099374608124
VOLKSWAGEN,Touran,ESS,MONOSPACE,11 years and older,9.7,6.439623072943196
AUDI,A5,DIES,BERLINE,11 years and older,11.1,7.948635248385047
PEUGEOT,208,DIES,BERLINE,6 to 10 years old,4.5,4.783219226937546
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,1.7,5.0172457486011135
MERCEDES,Classe E,DIES,BERLINE,11 years and older,10.2,7.675787015042682
OPEL,Astra,ESS,BERLINE,11 years and older,3.1,3.237575838905113
FORD,Focus,ESS,BREAK,3 to 5 years old,6.5,5.908488695205677
CITROEN,C4,ESS,BERLINE,2 years old,8.7,7.647102899235384
MERCEDES,Classe E,DIES,COUPE,11 years and older,0.6,4.672029588949157
MERCEDES,Classe C,ESS,BERLINE,11 years and older,11.3,5.536738803537472
RENAULT,Megane,ESS,BERLINE,3 to 5 years old,8.7,3.6797146221436936
VOLKSWAGEN,Touareg,DIES,SUV,Less than 1 year old,7.9,8.99781662167325
MERCEDES,Classe E,DIES,BREAK,Less than 1 year old,11.7,6.232750437907681
MERCEDES,Classe S,ESS,BERLINE,6 to 10 years old,4.4,6.05504595834655
OPEL,Astra,ESS,BREAK,6 to 10 years old,11.9,5.208982724756654
BMW,Serie 3,ESS,BREAK,11 years and older,5.8,4.178698516585428
FORD,Focus,ESS,BREAK,3 to 5 years old,1.5,3.8219619021629407
MERCEDES,Classe E,DIES-MHEV,BERLINE,1 year old,5.1,6.517023798758931
SEAT,Arona,DIES,SUV,6 to 10 years old,10.9,3.629799068902873
MERCEDES,Classe E,ESS,BERLINE,11 years and older,5.2,6.356316473342052
VOLKSWAGEN,Golf,DIES,BERLINE,3 to 5 years old,10.3,2.690235150930547
SKODA,Kodiaq,DIES,SUV,2 years old,6.5,6.168921431803635
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,0.6,6.872295301703371
DACIA,Logan,DIES,UTILITAIRE,6 to 10 years old,4.8,7.883060538930907
RENAULT,Megane,DIES,BERLINE,6 to 10 years old,11.9,5.278522365575487
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,0.5,7.631227744941772
AUDI,A4,DIES,BERLINE,3 to 5 years old,10.4,5.84706117210024
BMW,Serie 3,ESS,BERLINE,6 to 10 years old,2.4,1.3174689447180732
AUDI,A5,DIES,BERLINE,6 to 10 years old,3.8,1.6460077084211617
CITROEN,Evasion,DIES,MONOSPACE,11 years and older,5.4,4.5415831259648884
CITROEN,C4,ESS,BERLINE,11 years and older,1.0,1.5502303026770943
VOLKSWAGEN,Caddy,ESS,MONOSPACE,11 years and older,1.6,6.307608248397536
OPEL,Astra,ESS,BREAK,3 to 5 years old,0.6,1.913183533554675
CHEVROLET,Trax,DIES,SUV,6 to 10 years old,6.5,2.4518436706280147
MERCEDES,Classe E,ESS,BREAK,6 to 10 years old,2.5,3.686301568602401
MERCEDES,Classe S,ESS,BERLINE,1 year old,0.7,4.030533173184544
MERCEDES,Classe CL,ESS,COUPE,6 to 10 years old,11.9,6.464372322050942
FIAT,Tipo,ESS,SUV,6 to 10 years old,12.0,3.9882343955947936
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,7.2,5.5399663088021525
BMW,Serie 3,DIES,BREAK,1 year old,4.7,1.9769576172566492
VOLKSWAGEN,Golf,DIES,BERLINE,6 to 10 years old,12.0,7.995725948465312
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,7.9,2.3830057575807295
MERCEDES,Classe E,ESS,BERLINE,11 years and older,8.5,4.651273374521492
MERCEDES,Classe E,HYB-ESS,COUPE,11 years and older,8.5,6.651967723897491
VOLKSWAGEN,Passat,DIES,BERLINE,11 years and older,10.3,4.2298154646751
VOLKSWAGEN,Polo,DIES,BERLINE,11 years and older,8.3,4.658479931384312
KIA,Cee'd,ESS,BERLINE,Less than 1 year old,4.0,7.611299631212111
VOLKSWAGEN,Transporter,ESS,UTILITAIRE,6 to 10 years old,7.9,4.295149235553551
JAGUAR,E-Pace,HYB-ESS,SUV,11 years and older,8.1,6.934080758578376
RENAULT,Talisman,DIES,BERLINE,Less than 1 year old,1.6,2.911495658123223
MERCEDES,Classe E,ESS,CABRIOLET,3 to 5 years old,7.0,4.26776748311777
MERCEDES,Classe E,ESS,COUPE,1 year old,0.6,3.5172926206576074
RENAULT,Clio,ESS,BERLINE,1 year old,0.5,2.467919494450231
MERCEDES,Classe E,ESS,CABRIOLET,3 to 5 years old,7.8,6.702090715056586
FORD,Focus,ESS,BERLINE,6 to 10 years old,4.5,10.260199674673553
MERCEDES,Classe C,ESS,BERLINE,6 to 10 years old,12.0,2.4111091523497
PEUGEOT,3008,ESS,SUV,6 to 10 years old,12.0,0.9839215070513952
AUDI,A4,ESS,BERLINE,6 to 10 years old,11.0,4.647181625528873
MERCEDES,Classe E,ESS,COUPE,6 to 10 years old,11.9,6.562453545396724
RENAULT,Laguna,HYB-ESS,BERLINE,11 years and older,2.8,2.246846287598083
AUDI,A4,DIES,BREAK,11 years and older,9.8,8.229903769579515
SUZUKI,SX4,ESS,SUV,3 to 5 years old,5.8,3.947700012041536
VOLKSWAGEN,Golf,ESS,BREAK,11 years and older,10.6,3.6604623946324146
MERCEDES,Classe C,DIES,BERLINE,11 years and older,6.4,4.186815687720148
MERCEDES,Classe E,ESS,BERLINE,3 to 5 years old,11.2,1.7334055208848387
MERCEDES,Classe E,ESS,BREAK,11 years and older,9.4,2.4822272470822835
VOLKSWAGEN,Passat,ESS,BERLINE,11 years and older,11.6,3.4327156723855916
MERCEDES,Classe S,ESS,COUPE,6 to 10 years old,11.6,4.4057563072166195
AUDI,A4,ESS,BREAK,11 years and older,7.7,2.3422581785364853
MERCEDES,Classe E,ESS,BREAK,1 year old,2.0,2.337718886160723
RENAULT,Clio,ESS,BERLINE,Less than 1 year old,4.0,1.8331993108458864
RENAULT,Megane,ESS,COUPE,6 to 10 years old,11.7,6.934443157440264
FORD,Ecosport,ESS,SUV,1 year old,0.7,9.744228221313366
AUDI,A6,DIES,BERLINE,6 to 10 years old,11.6,6.104710100961049
VOLKSWAGEN,Tiguan,ESS,SUV,11 years and older,0.6,7.790395758583911
RENAULT,Megane,ESS,BREAK,11 years and older,11.8,3.158335253485367
FIAT,Punto,ESS,BERLINE,6 to 10 years old,6.9,3.7047618108819798
SEAT,Ibiza,DIES,BERLINE,6 to 10 years old,3.0,1.380892991552292
AUDI,A3,ESS,BERLINE,11 years and older,8.2,7.922131408420888
OPEL,Corsa,ESS,BERLINE,Less than 1 year old,4.4,4.121431642452827
MERCEDES,Classe E,DIES,COUPE,2 years old,10.3,4.350262804817179
PEUGEOT,308,DIES,BERLINE,Less than 1 year old,8.0,9.368057564473734
FIAT,500,DIES,BERLINE,2 years old,0.9,2.8920056985012783
CITROEN,C5,DIES,BERLINE,3 to 5 years old,2.1,8.391235930060612
MERCEDES,Classe C,ESS,CABRIOLET,2 years old,3.0,3.275671225359452
AUDI,A1,DIES,BERLINE,11 years and older,11.5,8.375936032062985
MERCEDES,Classe E,HYB-ESS,BERLINE,2 years old,3.4,4.487870467299883
MERCEDES,Classe E,ESS,CABRIOLET,3 to 5 years old,8.1,7.481757218649717
MERCEDES,Classe GLK,DIES,SUV,11 years and older,2.2,3.106271737484022
MERCEDES,Classe C,DIES,BERLINE,3 to 5 years old,1.3,5.694844534225673
ALFA ROMEO,Stelvio,DIES,SUV,1 year old,1.2,4.448487814303238
VOLKSWAGEN,Golf,ESS,CABRIOLET,6 to 10 years old,11.9,8.512229355959356
VOLKSWAGEN,Passat,ESS,BERLINE,Less than 1 year old,1.3,7.846786206439497
MERCEDES,Classe C,DIES,BERLINE,6 to 10 years old,11.0,8.888318859544034
RENAULT,Megane,DIES,BREAK,1 year old,5.3,6.704818040972458
BMW,X3,ESS,SUV,1 year old,0.5,1.9461718037090754
MERCEDES,Classe E,CNG,BREAK,3 to 5 years old,10.6,5.098926701628026
MERCEDES,Classe E,HYB-ESS,BERLINE,1 year old,0.5,4.130562636603108
FORD,Focus,DIES,BERLINE,1 year old,7.1,2.454303996063003
CITROEN,C6,DIES,BERLINE,3 to 5 years old,2.4,5.125348503786256
SKODA,Octavia,ESS,BERLINE,11 years and older,7.2,6.239036426797282
AUDI,A7,DIES,BERLINE,2 years old,4.7,4.092407132719841
PEUGEOT,308,DIES,BERLINE,11 years and older,6.9,6.4925781324412934
DACIA,Logan,DIES,UTILITAIRE,6 to 10 years old,5.1,6.166734001605229
MERCEDES,Classe E,ESS,BERLINE,11 years and older,4.4,1.638828860843216
MERCEDES,Classe C,ESS,BERLINE,3 to 5 years old,10.4,1.281763960487079
VOLKSWAGEN,Golf,ESS,BERLINE,11 years and older,2.1,2.673555052306102
PEUGEOT,Boxer,ESS,UTILITAIRE,11 years and older,3.0,2.5158951575814665
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,11.9,4.4101478381389265
RENAULT,Megane,ESS,BERLINE,11 years and older,2.4,3.2004602596814333
RENAULT,Scenic,ESS,MONOSPACE,Less than 1 year old,5.8,2.641871063866387
MERCEDES,Classe E,ESS,BREAK,3 to 5 years old,1.8,9.07140212612145
FORD,Mustang,ESS,COUPE,11 years and older,12.0,8.873086781661566
OPEL,Astra,ESS,BERLINE,6 to 10 years old,11.0,6.303279800552764
RENAULT,Megane,DIES,COUPE,11 years and older,9.1,3.079611799714197
PEUGEOT,Partner,DIES,UTILITAIRE,11 years and older,11.0,5.293992509988103
CITROEN,Berlingo,ETH,UTILITAIRE,1 year old,0.5,5.421344877357752
VOLKSWAGEN,Golf,ESS,BREAK,6 to 10 years old,5.8,6.420948114813402
AUDI,Q3,DIES,SUV,2 years old,4.8,10.285318436881257
PEUGEOT,Boxer,HYB-ESS,UTILITAIRE,11 years and older,10.9,10.78874636710105
RENAULT,Megane,DIES,BREAK,3 to 5 years old,9.2,10.43844575000997
FIAT,124 Spider,LPG,CABRIOLET,Less than 1 year old,2.2,1.5264985574351737
MERCEDES,Classe E,ESS,BREAK,11 years and older,12.0,4.41154794321233
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,11.9,7.1244581907279825
MERCEDES,Classe S,DIES,CABRIOLET,2 years old,5.4,2.210214374158266
MERCEDES,Classe C,DIES,BERLINE,3 to 5 years old,7.4,7.451664651956321
MERCEDES,Classe E,DIES,BERLINE,2 years old,5.5,6.523840543130441
MERCEDES,Classe E,ESS,BREAK,3 to 5 years old,10.7,9.34626592937285
MERCEDES,Classe E,DIES,CABRIOLET,2 years old,12.0,3.33068711175814
VOLKSWAGEN,Polo,ESS,BERLINE,3 to 5 years old,12.0,4.585060816718107
OPEL,Astra,ESS,BERLINE,11 years and older,0.9,3.254502056033987
MERCEDES,Classe C,ESS,BERLINE,11 years and older,1.2,5.9669925887795126
MERCEDES,Classe E,ESS,BERLINE,Less than 1 year old,2.3,8.654022518706062
MERCEDES,Classe S,ESS,CABRIOLET,3 to 5 years old,2.8,6.827097393868267
CITROEN,Jumper,ESS,UTILITAIRE,6 to 10 years old,7.1,1.928960906836226
BMW,M5,DIES,BERLINE,Less than 1 year old,0.6,6.49062122789964
FORD,Focus,DIES,BERLINE,11 years and older,3.3,2.568406477871113
MERCEDES,Classe S,ESS,BERLINE,6 to 10 years old,10.5,2.6757846628861395
MERCEDES,Classe E,DIES,BREAK,2 years old,0.7,4.506354782002525
BMW,Serie 7,ESS,BERLINE,6 to 10 years old,4.5,4.730466271687821
MERCEDES,Classe E,ESS,BERLINE,6 to 10 years old,2.3,7.694701710474476
AUDI,A4,ESS,BERLINE,3 to 5 years old,0.7,6.748142491170548
VOLKSWAGEN,Beetle,ELEC,BERLINE,11 years and older,8.9,0.9900961665350472
VOLKSWAGEN,Golf,DIES,BREAK,11 years and older,3.9,7.550624987628182
MERCEDES,Classe E,ESS,COUPE,11 years and older,3.1,8.511108057274058
MERCEDES,Classe E,DIES,BERLINE,11 years and older,2.0,7.830662675917786
AUDI,A6,ESS,SUV,6 to 10 years old,11.7,3.1186749943671215
RENAULT,Megane,ESS,BREAK,11 years and older,5.7,6.503325002360297
BMW,Serie 7,HYB-ESS,BERLINE,6 to 10 years old,9.2,4.124528182904549
CITROEN,C1,ESS,BERLINE,6 to 10 years old,0.8,3.5863784031513815
OPEL,Cascada,ESS,CABRIOLET,11 years and older,3.3,3.062675181494259
MERCEDES,Classe E,ESS,BERLINE,Less than 1 year old,11.5,2.2535762704807976
MERCEDES,Classe S,ESS-MHEV,BERLINE,11 years and older,2.5,5.6428482650255605
MERCEDES,Classe C,DIES,BREAK,11 years and older,2.9,6.367012094173874
MERCEDES,Classe E,DIES,BERLINE,6 to 10 years old,8.9,6.760699578284697
OPEL,Mokka,ESS,SUV,Less than 1 year old,9.6,8.907094402417938
